anchor_start,anchor_end,cause_start,cause_end,modifier,raw_line
F058,F059,G460,G468,,G460 - G468
F058,F059,G471,G471,,G471
F058,F059,G473,G479,,G473 - G479
F058,F059,G521,G538,,G521 - G538
F058,F059,G550,G558,,G550 - G558
F058,F059,G588,G998,,G588 - G998
F058,F059,H030,H038,,H030 - H038
F058,F059,H050,H063,,H050 - H063
F058,F059,H130,H138,,H130 - H138
F058,F059,H190,H198,,H190 - H198
F058,F059,H220,H228,,H220 - H228
F058,F059,H280,H288,,H280 - H288
F058,F059,H320,H328,,H320 - H328
F058,F059,H360,H368,,H360 - H368
F058,F059,H420,H428,,H420 - H428
F058,F059,H440,H458,,H440 - H458
F058,F059,H480,H488,,H480 - H488
F058,F059,H580,H599,,H580 - H599
F058,F059,H620,H680,,H620 - H680
F058,F059,H700,H71,,H700 - H71
F058,F059,H730,H731,,H730 - H731
F058,F059,H750,H758,,H750 - H758
F058,F059,H82,H82,,H82
F058,F059,H940,I99,,H940 - I99
F058,F059,J010,J051,,J010 - J051
F058,F059,J09,J22,,J09  - J22
F058,F059,J310,J329,,J310 - J329
F058,F059,J340,J340,,J340
F058,F059,J348,J348,,J348
F058,F059,J36,J998,,J36  - J998
F058,F059,K120,K130,,K120 - K130
F058,F059,K132,K137,,K132 - K137
F058,F059,K20,K590,,K20  - K590
F058,F059,K593,K593,,K593
F058,F059,K598,L00,,K598 - L00
F058,F059,L020,L029,,L020 - L029
F058,F059,L031,L039,,L031 - L039
F058,F059,L089,L14,,L089 - L14
F058,F059,L26,L279,,L26  - L279
F058,F059,L401,L403,,L401 - L403
F058,F059,L405,L409,,L405 - L409
F058,F059,L45,L501,,L45  - L501
F058,F059,L508,L538,,L508 - L538
F058,F059,L540,L548,,L540 - L548
F058,F059,L552,L552,,L552
F058,F059,L620,L628,,L620 - L628
F058,F059,L86,L86,,L86
F058,F059,L88,L899,,L88  - L899
F058,F059,L930,L932,,L930 - L932
F058,F059,L951,L97,,L951 - L97
F058,F059,L984,L984,,L984
F058,F059,L990,M121,,L990 - M121
F058,F059,M124,M199,,M124 - M199
F058,F059,M300,M352,,M300 - M352
F058,F059,M354,M368,,M354 - M368
F058,F059,M420,M435,,M420 - M435
F058,F059,M45,M479,,M45  - M479
F058,F059,M481,M519,,M481 - M519
F058,F059,M610,M623,,M610 - M623
F058,F059,M628,M638,,M628 - M638
F058,F059,M680,M688,,M680 - M688
F058,F059,M724,M738,,M724 - M738
F058,F059,M800,M890,,M800 - M890
F058,F059,M895,M911,,M895 - M911
F058,F059,M930,M949,,M930 - M949
F058,F059,M960,M969,,M960 - M969
F058,F059,N000,N392,,N000 - N392
F058,F059,N398,N421,,N398 - N421
F058,F059,N423,N459,,N423 - N459
F058,F059,N480,N482,,N480 - N482
F058,F059,N485,N499,,N485 - N499
F058,F059,N501,N518,,N501 - N518
F058,F059,N61,N61,,N61
F058,F059,N63,N641,,N63  - N641
F058,F059,N648,N748,,N648 - N748
F058,F059,N751,N839,,N751 - N839
F058,F059,N950,N950,,N950
F058,F059,N958,N959,,N958 - N959
F058,F059,N980,O260,,N980 - O260
F058,F059,O263,O269,,O263 - O269
F058,F059,O290,O912,,O290 - O912
F058,F059,O921,O921,,O921
F058,F059,O94,Q079,,O94  - Q079
F058,F059,Q200,Q380,,Q200 - Q380
F058,F059,Q382,Q459,,Q382 - Q459
F058,F059,Q501,Q506,,Q501 - Q506
F058,F059,Q515,Q520,,Q515 - Q520
F058,F059,Q522,Q525,,Q522 - Q525
F058,F059,Q527,Q539,,Q527 - Q539
F058,F059,Q552,Q554,,Q552 - Q554
F058,F059,Q556,Q559,,Q556 - Q559
F058,F059,Q600,Q649,,Q600 - Q649
F058,F059,Q750,Q751,,Q750 - Q751
F058,F059,Q753,Q799,,Q753 - Q799
F058,F059,Q804,Q804,,Q804
F058,F059,Q811,Q811,,Q811
F058,F059,Q850,Q870,,Q850 - Q870
F058,F059,Q873,R99,,Q873 - R99
F058,F059,S010,S049,,S010 - S049
F058,F059,S052,S057,,S052 - S057
F058,F059,S059,S099,,S059 - S099
F058,F059,S110,S199,,S110 - S199
F058,F059,S210,S299,,S210 - S299
F058,F059,S310,S399,,S310 - S399
F058,F059,S410,S499,,S410 - S499
F058,F059,S510,S599,,S510 - S599
F058,F059,S610,S699,,S610 - S699
F058,F059,S710,S799,,S710 - S799
F058,F059,S810,S899,,S810 - S899
F058,F059,S910,T08,,S910 - T08
F058,F059,T091,T10,,T091 - T10
F058,F059,T111,T12,,T111 - T12
F058,F059,T131,T139,,T131 - T139
F058,F059,T141,T200,,T141 - T200
F058,F059,T202,T210,,T202 - T210
F058,F059,T212,T220,,T212 - T220
F058,F059,T222,T230,,T222 - T230
F058,F059,T232,T240,,T232 - T240
F058,F059,T242,T250,,T242 - T250
F058,F059,T252,U079,,T252 - U079
F058,F059,U099,U109,,U099 - U109
F058,F059,U129,Y98,,U129 - Y98
F060,F060,A000,F079,,A000 - F079
F060,F060,F110,G620,,F110 - G620
F060,F060,G622,G98,,G622 - G98
F060,F060,H600,H709,,H600 - H709
F060,F060,H720,H739,,H720 - H739
F060,F060,I00,J989,,I00  - J989
F060,F060,K20,K669,,K20  - K669
F060,F060,K710,L109,,K710 - L109
F060,F060,L120,L449,,L120 - L449
F060,F060,L510,L599,,L510 - L599
F060,F060,L710,L719,,L710 - L719
F060,F060,L88,L88,,L88
F060,F060,L920,L920,,L920
F060,F060,L928,L932,,L928 - L932
F060,F060,L951,L951,,L951
F060,F060,L980,L981,,L980 - L981
F060,F060,M000,N459,,M000 - N459
F060,F060,N490,N809,,N490 - N809
F060,F060,N990,N992,,N990 - N992
F060,F060,N994,Q999,,N994 - Q999
F060,F060,R02,R02,,R02
F060,F060,R042,R048,,R042 - R048
F060,F060,R060,R065,,R060 - R065
F060,F060,R068,R068,,R068
F060,F060,R090,R091,,R090 - R091
F060,F060,R263,R263,,R263
F060,F060,R291,R291,,R291
F060,F060,R54,R54,,R54
F060,F060,R600,R609,,R600 - R609
F060,F060,R75,R75,,R75
F060,F060,S000,T509,,S000 - T509
F060,F060,T520,U079,,T520 - U079
F060,F060,U099,U109,,U099 - U109
F060,F060,U129,X44,,U129 - X44
F060,F060,X46,Y98,,X46  - Y98
F061,F064,A000,G98,,A000 - G98
F061,F064,H600,H709,,H600 - H709
F061,F064,H720,H739,,H720 - H739
F061,F064,I00,J989,,I00  - J989
F061,F064,K20,L109,,K20  - L109
F061,F064,L120,L449,,L120 - L449
F061,F064,L510,L599,,L510 - L599
F061,F064,L710,L719,,L710 - L719
F061,F064,L88,L88,,L88
F061,F064,L920,L920,,L920
F061,F064,L928,L932,,L928 - L932
F061,F064,L951,L951,,L951
F061,F064,L980,L981,,L980 - L981
F061,F064,M000,N459,,M000 - N459
F061,F064,N490,N809,,N490 - N809
F061,F064,N990,N992,,N990 - N992
F061,F064,N994,Q999,,N994 - Q999
F061,F064,R02,R02,,R02
F061,F064,R042,R048,,R042 - R048
F061,F064,R060,R065,,R060 - R065
F061,F064,R068,R068,,R068
F061,F064,R090,R091,,R090 - R091
F061,F064,R263,R263,,R263
F061,F064,R291,R291,,R291
F061,F064,R54,R54,,R54
F061,F064,R600,R609,,R600 - R609
F061,F064,R75,R75,,R75
F061,F064,S000,U079,,S000 - U079
F061,F064,U099,U109,,U099 - U109
F061,F064,U129,Y98,,U129 - Y98
F065,F065,A000,E899,,A000 - E899
F065,F065,F065,F065,,F065
F065,F065,G000,G98,,G000 - G98
F065,F065,H600,H709,,H600 - H709
F065,F065,H720,H739,,H720 - H739
F065,F065,I00,J989,,I00  - J989
F065,F065,K20,L109,,K20  - L109
F065,F065,L120,L449,,L120 - L449
F065,F065,L510,L599,,L510 - L599
F065,F065,L710,L719,,L710 - L719
F065,F065,L88,L88,,L88
F065,F065,L920,L920,,L920
F065,F065,L928,L932,,L928 - L932
F065,F065,L951,L951,,L951
F065,F065,L980,L981,,L980 - L981
F065,F065,M000,N459,,M000 - N459
F065,F065,N490,N809,,N490 - N809
F065,F065,N990,N992,,N990 - N992
F065,F065,N994,Q999,,N994 - Q999
F065,F065,R02,R02,,R02
F065,F065,R042,R048,,R042 - R048
F065,F065,R060,R065,,R060 - R065
F065,F065,R068,R068,,R068
F065,F065,R090,R091,,R090 - R091
F065,F065,R263,R263,,R263
F065,F065,R291,R291,,R291
F065,F065,R54,R54,,R54
F065,F065,R600,R609,,R600 - R609
F065,F065,R75,R75,,R75
F065,F065,S000,U079,,S000 - U079
F065,F065,U099,U109,,U099 - U109
F065,F065,U129,Y98,,U129 - Y98
F066,F066,A000,G98,,A000 - G98
F066,F066,H600,H709,,H600 - H709
F066,F066,H720,H739,,H720 - H739
F066,F066,I00,J989,,I00  - J989
F066,F066,K20,L109,,K20  - L109
F066,F066,L120,L449,,L120 - L449
F066,F066,L510,L599,,L510 - L599
F066,F066,L710,L719,,L710 - L719
F066,F066,L88,L88,,L88
F066,F066,L920,L920,,L920
F066,F066,L928,L932,,L928 - L932
F066,F066,L951,L951,,L951
F066,F066,L980,L981,,L980 - L981
F066,F066,M000,N459,,M000 - N459
F066,F066,N490,N809,,N490 - N809
F066,F066,N990,N992,,N990 - N992
F066,F066,N994,Q999,,N994 - Q999
F066,F066,R02,R02,,R02
F066,F066,R042,R048,,R042 - R048
F066,F066,R060,R065,,R060 - R065
F066,F066,R068,R068,,R068
F066,F066,R090,R091,,R090 - R091
F066,F066,R263,R263,,R263
F066,F066,R291,R291,,R291
F066,F066,R54,R54,,R54
F066,F066,R600,R609,,R600 - R609
F066,F066,R75,R75,,R75
F066,F066,S000,U079,,S000 - U079
F066,F066,U099,U109,,U099 - U109
F066,F066,U129,Y98,,U129 - Y98
F067,F067,F067,F067,,F067
F067,F067,U129,U129,,U129
F068,F068,A000,E899,,A000 - E899
F068,F068,F068,F068,,F068
F068,F068,G000,G98,,G000 - G98
F068,F068,H600,H709,,H600 - H709
F068,F068,H720,H739,,H720 - H739
F068,F068,I00,J989,,I00  - J989
F068,F068,K20,L109,,K20  - L109
F068,F068,L120,L449,,L120 - L449
F068,F068,L510,L599,,L510 - L599
F068,F068,L710,L719,,L710 - L719
F068,F068,L88,L88,,L88
F068,F068,L920,L920,,L920
F068,F068,L928,L932,,L928 - L932
F068,F068,L951,L951,,L951
F068,F068,L980,L981,,L980 - L981
F068,F068,M000,N459,,M000 - N459
F068,F068,N490,N809,,N490 - N809
F068,F068,N990,N992,,N990 - N992
F068,F068,N994,Q999,,N994 - Q999
F068,F068,R02,R02,,R02
F068,F068,R042,R048,,R042 - R048
F068,F068,R060,R065,,R060 - R065
F068,F068,R068,R068,,R068
F068,F068,R090,R091,,R090 - R091
F068,F068,R263,R263,,R263
F068,F068,R291,R291,,R291
F068,F068,R54,R54,,R54
F068,F068,R600,R609,,R600 - R609
F068,F068,R75,R75,,R75
F068,F068,U070,U072,,U070 - U072
F068,F068,U099,U109,,U099 - U109
F068,F068,U129,U129,,U129
F069,F069,A000,G98,,A000 - G98
F069,F069,H600,H709,,H600 - H709
F069,F069,H720,H739,,H720 - H739
F069,F069,I00,J989,,I00  - J989
F069,F069,K20,L109,,K20  - L109
F069,F069,L120,L449,,L120 - L449
F069,F069,L510,L599,,L510 - L599
F069,F069,L710,L719,,L710 - L719
F069,F069,L88,L88,,L88
F069,F069,L920,L920,,L920
F069,F069,L928,L932,,L928 - L932
F069,F069,L951,L951,,L951
F069,F069,L980,L981,,L980 - L981
F069,F069,M000,N459,,M000 - N459
F069,F069,N490,N809,,N490 - N809
F069,F069,N990,N992,,N990 - N992
F069,F069,N994,Q999,,N994 - Q999
F069,F069,R02,R02,,R02
F069,F069,R042,R048,,R042 - R048
F069,F069,R060,R065,,R060 - R065
F069,F069,R068,R068,,R068
F069,F069,R090,R091,,R090 - R091
F069,F069,R263,R263,,R263
F069,F069,R291,R291,,R291
F069,F069,R54,R54,,R54
F069,F069,R600,R609,,R600 - R609
F069,F069,R75,R75,,R75
F069,F069,S000,S199,,S000 - S199
F069,F069,T019,T019,,T019
F069,F069,T028,T029,,T028 - T029
F069,F069,T049,T049,,T049
F069,F069,T062,T062,,T062
F069,F069,T064,T064,,T064
F069,F069,T07,T08,,T07  - T08
F069,F069,T093,T094,,T093 - T094
F069,F069,T140,T149,,T140 - T149
F069,F069,T200,T207,,T200 - T207
F069,F069,T340,T341,,T340 - T341
F069,F069,T350,T352,,T350 - T352
F069,F069,T510,T519,,T510 - T519
F069,F069,T66,T68,,T66  - T68
F069,F069,T698,T76,,T698 - T76
F069,F069,T790,T799,,T790 - T799
F069,F069,T900,T911,,T900 - T911
F069,F069,T913,T913,,T913
F069,F069,T918,T919,,T918 - T919
F069,F069,T940,T950,,T940 - T950
F069,F069,T958,T959,,T958 - T959
F069,F069,T97,T97,,T97
F069,F069,T981,T982,,T981 - T982
F069,F069,U070,U072,,U070 - U072
F069,F069,U099,U109,,U099 - U109
F069,F069,U129,U129,,U129
F069,F069,V010,Y872,,V010 - Y872
F070,F070,A000,E899,,A000 - E899
F070,F070,F070,F070,,F070
F070,F070,G000,G98,,G000 - G98
F070,F070,I00,J989,,I00  - J989
F070,F070,K20,L109,,K20  - L109
F070,F070,L120,L449,,L120 - L449
F070,F070,L510,L599,,L510 - L599
F070,F070,L710,L719,,L710 - L719
F070,F070,L88,L88,,L88
F070,F070,L920,L920,,L920
F070,F070,L928,L932,,L928 - L932
F070,F070,L951,L951,,L951
F070,F070,L980,L981,,L980 - L981
F070,F070,M000,N459,,M000 - N459
F070,F070,N490,N809,,N490 - N809
F070,F070,N990,Q999,,N990 - Q999
F070,F070,R263,R263,,R263
F070,F070,R54,R54,,R54
F070,F070,R75,R75,,R75
F070,F070,S010,S029,,S010 - S029
F070,F070,S040,S050,,S040 - S050
F070,F070,S052,S099,,S052 - S099
F070,F070,S110,S129,,S110 - S129
F070,F070,S140,S199,,S140 - S199
F070,F070,S210,S229,,S210 - S229
F070,F070,S240,S299,,S240 - S299
F070,F070,S310,S328,,S310 - S328
F070,F070,S340,S399,,S340 - S399
F070,F070,S410,S429,,S410 - S429
F070,F070,S440,S499,,S440 - S499
F070,F070,S510,S529,,S510 - S529
F070,F070,S540,S599,,S540 - S599
F070,F070,S610,S628,,S610 - S628
F070,F070,S640,S699,,S640 - S699
F070,F070,S710,S729,,S710 - S729
F070,F070,S740,S799,,S740 - S799
F070,F070,S810,S829,,S810 - S829
F070,F070,S840,S899,,S840 - S899
F070,F070,S910,S929,,S910 - S929
F070,F070,S940,S999,,S940 - S999
F070,F070,T012,T029,,T012 - T029
F070,F070,T041,T08,,T041 - T08
F070,F070,T091,T091,,T091
F070,F070,T093,T10,,T093 - T10
F070,F070,T111,T111,,T111
F070,F070,T113,T12,,T113 - T12
F070,F070,T131,T131,,T131
F070,F070,T133,T139,,T133 - T139
F070,F070,T141,T142,,T141 - T142
F070,F070,T144,T329,,T144 - T329
F070,F070,T340,T349,,T340 - T349
F070,F070,T351,T889,,T351 - T889
F070,F070,T901,T922,,T901 - T922
F070,F070,T924,T932,,T924 - T932
F070,F070,T934,U079,,T934 - U079
F070,F070,U099,U109,,U099 - U109
F070,F070,U129,Y98,,U129 - Y98
F071,F071,A000,F489,,A000 - F489
F071,F071,F530,F629,,F530 - F629
F071,F071,F633,F638,,F633 - F638
F071,F071,F680,F799,,F680 - F799
F071,F071,F803,F803,,F803
F071,F071,F840,G419,,F840 - G419
F071,F071,G600,G835,,G600 - G835
F071,F071,G838,G904,,G838 - G904
F071,F071,G908,H010,,G908 - H010
F071,F071,H018,H019,,H018 - H019
F071,F071,H043,H044,,H043 - H044
F071,F071,H050,H051,,H050 - H051
F071,F071,H058,H058,,H058
F071,F071,H150,H151,,H150 - H151
F071,F071,H200,H209,,H200 - H209
F071,F071,H213,H213,,H213
F071,F071,H300,H309,,H300 - H309
F071,F071,H331,H331,,H331
F071,F071,H353,H353,,H353
F071,F071,H440,H441,,H440 - H441
F071,F071,H600,H739,,H600 - H739
F071,F071,H950,J80,,H950 - J80
F071,F071,J82,J989,,J82  - J989
F071,F071,K040,K069,,K040 - K069
F071,F071,K091,K099,,K091 - K099
F071,F071,K102,K116,,K102 - K116
F071,F071,K120,K122,,K120 - K122
F071,F071,K140,K140,,K140
F071,F071,K20,L419,,K20  - L419
F071,F071,M340,N433,,M340 - N433
F071,F071,N700,N889,,N700 - N889
F071,F071,O000,Q999,,O000 - Q999
F071,F071,R02,R02,,R02
F071,F071,R263,R263,,R263
F071,F071,R75,R75,,R75
F071,F071,R788,R788,,R788
F071,F071,S000,U079,,S000 - U079
F071,F071,U099,U109,,U099 - U109
F071,F071,U129,Y98,,U129 - Y98
F072,F072,F072,F072,,F072
F072,F072,S000,S199,,S000 - S199
F072,F072,T019,T019,,T019
F072,F072,T028,T029,,T028 - T029
F072,F072,T049,T049,,T049
F072,F072,T062,T062,,T062
F072,F072,T064,T064,,T064
F072,F072,T07,T08,,T07  - T08
F072,F072,T093,T094,,T093 - T094
F072,F072,T140,T149,,T140 - T149
F072,F072,T200,T207,,T200 - T207
F072,F072,T340,T341,,T340 - T341
F072,F072,T350,T352,,T350 - T352
F072,F072,T66,T68,,T66  - T68
F072,F072,T698,T76,,T698 - T76
F072,F072,T790,T799,,T790 - T799
F072,F072,T900,T911,,T900 - T911
F072,F072,T913,T913,,T913
F072,F072,T918,T919,,T918 - T919
F072,F072,T940,T950,,T940 - T950
F072,F072,T958,T959,,T958 - T959
F072,F072,T981,T982,,T981 - T982
F072,F072,U070,U072,,U070 - U072
F072,F072,U099,U109,,U099 - U109
F072,F072,U129,U129,,U129
F072,F072,V010,Y872,,V010 - Y872
F078,F079,A000,F328,,A000 - F328
F078,F079,F339,F489,,F339 - F489
F078,F079,F530,F639,,F530 - F639
F078,F079,F680,F69,,F680 - F69
F078,F079,F99,G98,,F99  - G98
F078,F079,H600,H709,,H600 - H709
F078,F079,H720,H739,,H720 - H739
F078,F079,I00,I309,,I00  - I309
F078,F079,I340,I38,,I340 - I38
F078,F079,I420,J80,,I420 - J80
F078,F079,J82,J989,,J82  - J989
F078,F079,K729,K729,,K729
F078,F079,M300,M359,,M300 - M359
F078,F079,N000,N399,,N000 - N399
F078,F079,N990,N992,,N990 - N992
F078,F079,N994,N999,,N994 - N999
F078,F079,Q000,Q079,,Q000 - Q079
F078,F079,Q851,Q851,,Q851
F078,F079,R02,R02,,R02
F078,F079,R042,R048,,R042 - R048
F078,F079,R060,R065,,R060 - R065
F078,F079,R068,R068,,R068
F078,F079,R090,R091,,R090 - R091
F078,F079,R291,R291,,R291
F078,F079,R54,R54,,R54
F078,F079,R600,R609,,R600 - R609
F078,F079,R75,R75,,R75
F078,F079,S000,U079,,S000 - U079
F078,F079,U099,U109,,U099 - U109
F078,F079,U129,Y98,,U129 - Y98
F09,F09,A000,E899,,A000 - E899
F09,F09,F09,F09,,F09
F09,F09,G000,G98,,G000 - G98
F09,F09,I00,J989,,I00  - J989
F09,F09,K20,L109,,K20  - L109
F09,F09,L120,L449,,L120 - L449
F09,F09,L510,L599,,L510 - L599
F09,F09,L710,L719,,L710 - L719
F09,F09,L88,L88,,L88
F09,F09,L920,L920,,L920
F09,F09,L928,L932,,L928 - L932
F09,F09,L951,L951,,L951
F09,F09,L980,L981,,L980 - L981
F09,F09,M000,N459,,M000 - N459
F09,F09,N490,N809,,N490 - N809
F09,F09,N950,N959,,N950 - N959
F09,F09,N990,N992,,N990 - N992
F09,F09,N994,P916,,N994 - P916
F09,F09,P918,Q999,,P918 - Q999
F09,F09,R263,R263,,R263
F09,F09,R54,R54,,R54
F09,F09,R75,R75,,R75
F09,F09,S010,S029,,S010 - S029
F09,F09,S040,S050,,S040 - S050
F09,F09,S052,S099,,S052 - S099
F09,F09,S110,S129,,S110 - S129
F09,F09,S140,S199,,S140 - S199
F09,F09,S210,S229,,S210 - S229
F09,F09,S240,S299,,S240 - S299
F09,F09,S310,S328,,S310 - S328
F09,F09,S340,S399,,S340 - S399
F09,F09,S410,S429,,S410 - S429
F09,F09,S440,S499,,S440 - S499
F09,F09,S510,S529,,S510 - S529
F09,F09,S540,S599,,S540 - S599
F09,F09,S610,S628,,S610 - S628
F09,F09,S640,S699,,S640 - S699
F09,F09,S710,S729,,S710 - S729
F09,F09,S740,S799,,S740 - S799
F09,F09,S810,S829,,S810 - S829
F09,F09,S840,S899,,S840 - S899
F09,F09,S910,S929,,S910 - S929
F09,F09,S940,S999,,S940 - S999
F09,F09,T012,T029,,T012 - T029
F09,F09,T041,T08,,T041 - T08
F09,F09,T091,T091,,T091
F09,F09,T093,T10,,T093 - T10
F09,F09,T111,T111,,T111
F09,F09,T113,T12,,T113 - T12
F09,F09,T131,T131,,T131
F09,F09,T133,T139,,T133 - T139
F09,F09,T141,T142,,T141 - T142
F09,F09,T144,T329,,T144 - T329
F09,F09,T340,T349,,T340 - T349
F09,F09,T351,T889,,T351 - T889
F09,F09,T901,T922,,T901 - T922
F09,F09,T924,T932,,T924 - T932
F09,F09,T934,U079,,T934 - U079
F09,F09,U099,U109,,U099 - U109
F09,F09,U129,Y98,,U129 - Y98
F100,F101,F100,F109,,F100 - F109
F100,F101,T510,T519,,T510 - T519
F100,F101,T97,T97,M,T97          M
F100,F101,U070,U072,,U070 - U072
F100,F101,U099,U109,,U099 - U109
F100,F101,U129,U129,,U129
F100,F101,X45,X45,,X45
F100,F101,X65,X65,,X65
F100,F101,Y15,Y15,,Y15
F100,F101,Y86,Y872,M,Y86  - Y872  M
F102,F102,F102,F102,,F102
F102,F102,U129,U129,,U129
F103,F109,F100,F109,,F100 - F109
F103,F109,T510,T519,,T510 - T519
F103,F109,T97,T97,M,T97          M
F103,F109,U070,U072,,U070 - U072
F103,F109,U099,U109,,U099 - U109
F103,F109,U129,U129,,U129
F103,F109,X45,X45,,X45
F103,F109,X65,X65,,X65
F103,F109,Y15,Y15,,Y15
F103,F109,Y86,Y872,M,Y86  - Y872  M
F110,F110,F110,F119,,F110 - F119
F110,F110,F190,F199,,F190 - F199
F110,F110,U070,U072,,U070 - U072
F110,F110,U099,U109,,U099 - U109
F110,F110,U129,U129,,U129
F110,F110,Y450,Y450,,Y450
F111,F111,F111,F111,,F111
F111,F111,F191,F191,,F191
F111,F111,U070,U072,,U070 - U072
F111,F111,U099,U109,,U099 - U109
F111,F111,U129,U129,,U129
F111,F111,Y450,Y450,,Y450
F112,F112,F112,F112,,F112
F112,F112,F192,F192,,F192
F112,F112,U070,U072,,U070 - U072
F112,F112,U099,U109,,U099 - U109
F112,F112,U129,U129,,U129
F112,F112,Y450,Y450,,Y450
F113,F113,F110,F119,,F110 - F119
F113,F113,F190,F199,,F190 - F199
F113,F113,U070,U072,,U070 - U072
F113,F113,U099,U109,,U099 - U109
F113,F113,U129,U129,,U129
F113,F113,Y450,Y450,,Y450
F114,F114,F114,F114,,F114
F114,F114,U129,U129,,U129
F115,F115,F110,F119,,F110 - F119
F115,F115,F190,F199,,F190 - F199
F115,F115,U070,U072,,U070 - U072
F115,F115,U099,U109,,U099 - U109
F115,F115,U129,U129,,U129
F115,F115,Y450,Y450,,Y450
F116,F116,F116,F116,,F116
F116,F116,U129,U129,,U129
F117,F117,F117,F117,,F117
F117,F117,U129,U129,,U129
F118,F119,F110,F119,,F110 - F119
F118,F119,F190,F199,,F190 - F199
F118,F119,U070,U072,,U070 - U072
F118,F119,U099,U109,,U099 - U109
F118,F119,U129,U129,,U129
F118,F119,Y450,Y450,,Y450
F120,F120,F120,F129,,F120 - F129
F120,F120,F190,F199,,F190 - F199
F120,F120,U070,U072,,U070 - U072
F120,F120,U099,U109,,U099 - U109
F120,F120,U129,U129,,U129
F120,F120,Y496,Y496,,Y496
F121,F121,F121,F121,,F121
F121,F121,F191,F191,,F191
F121,F121,U070,U072,,U070 - U072
F121,F121,U099,U109,,U099 - U109
F121,F121,U129,U129,,U129
F121,F121,Y496,Y496,,Y496
F122,F122,F122,F122,,F122
F122,F122,F192,F192,,F192
F122,F122,U070,U072,,U070 - U072
F122,F122,U099,U109,,U099 - U109
F122,F122,U129,U129,,U129
F122,F122,Y496,Y496,,Y496
F123,F123,F120,F129,,F120 - F129
F123,F123,F190,F199,,F190 - F199
F123,F123,U070,U072,,U070 - U072
F123,F123,U099,U109,,U099 - U109
F123,F123,U129,U129,,U129
F123,F123,Y496,Y496,,Y496
F124,F124,F124,F124,,F124
F124,F124,U129,U129,,U129
F125,F125,F120,F129,,F120 - F129
F125,F125,F190,F199,,F190 - F199
F125,F125,U070,U072,,U070 - U072
F125,F125,U099,U109,,U099 - U109
F125,F125,U129,U129,,U129
F125,F125,Y496,Y496,,Y496
F126,F126,F126,F126,,F126
F126,F126,U129,U129,,U129
F127,F127,F127,F127,,F127
F127,F127,U129,U129,,U129
F128,F129,F120,F129,,F120 - F129
F128,F129,F190,F199,,F190 - F199
F128,F129,U070,U072,,U070 - U072
F128,F129,U099,U109,,U099 - U109
F128,F129,U129,U129,,U129
F128,F129,Y496,Y496,,Y496
F130,F130,F130,F139,,F130 - F139
F130,F130,F190,F199,,F190 - F199
F130,F130,U070,U072,,U070 - U072
F130,F130,U099,U109,,U099 - U109
F130,F130,U129,U129,,U129
F130,F130,Y470,Y479,,Y470 - Y479
F131,F131,F131,F131,,F131
F131,F131,F191,F191,,F191
F131,F131,U070,U072,,U070 - U072
F131,F131,U099,U109,,U099 - U109
F131,F131,U129,U129,,U129
F131,F131,Y470,Y479,,Y470 - Y479
F132,F132,F132,F132,,F132
F132,F132,F192,F192,,F192
F132,F132,U070,U072,,U070 - U072
F132,F132,U099,U109,,U099 - U109
F132,F132,U129,U129,,U129
F132,F132,Y470,Y479,,Y470 - Y479
F133,F133,F130,F139,,F130 - F139
F133,F133,F190,F199,,F190 - F199
F133,F133,U070,U072,,U070 - U072
F133,F133,U099,U109,,U099 - U109
F133,F133,U129,U129,,U129
F133,F133,Y470,Y479,,Y470 - Y479
F134,F134,F134,F134,,F134
F134,F134,U129,U129,,U129
F135,F135,F130,F139,,F130 - F139
F135,F135,F190,F199,,F190 - F199
F135,F135,U070,U072,,U070 - U072
F135,F135,U099,U109,,U099 - U109
F135,F135,U129,U129,,U129
F135,F135,Y470,Y479,,Y470 - Y479
F136,F136,F136,F136,,F136
F136,F136,U129,U129,,U129
F137,F137,F137,F137,,F137
F137,F137,U129,U129,,U129
F138,F139,F130,F139,,F130 - F139
F138,F139,F190,F199,,F190 - F199
F138,F139,U070,U072,,U070 - U072
F138,F139,U099,U109,,U099 - U109
F138,F139,U129,U129,,U129
F138,F139,Y470,Y479,,Y470 - Y479
F140,F140,F140,F149,,F140 - F149
F140,F140,F190,F199,,F190 - F199
F140,F140,U070,U072,,U070 - U072
F140,F140,U099,U109,,U099 - U109
F140,F140,U129,U129,,U129
F140,F140,Y483,Y483,,Y483
F141,F141,F141,F141,,F141
F141,F141,F191,F191,,F191
F141,F141,U070,U072,,U070 - U072
F141,F141,U099,U109,,U099 - U109
F141,F141,U129,U129,,U129
F141,F141,Y483,Y483,,Y483
F142,F142,F142,F142,,F142
F142,F142,F192,F192,,F192
F142,F142,U070,U072,,U070 - U072
F142,F142,U099,U109,,U099 - U109
F142,F142,U129,U129,,U129
F142,F142,Y483,Y483,,Y483
F143,F143,F140,F149,,F140 - F149
F143,F143,F190,F199,,F190 - F199
F143,F143,U070,U072,,U070 - U072
F143,F143,U099,U109,,U099 - U109
F143,F143,U129,U129,,U129
F143,F143,Y483,Y483,,Y483
F144,F144,F144,F144,,F144
F144,F144,U129,U129,,U129
F145,F145,F140,F149,,F140 - F149
F145,F145,F190,F199,,F190 - F199
F145,F145,U070,U072,,U070 - U072
F145,F145,U099,U109,,U099 - U109
F145,F145,U129,U129,,U129
F145,F145,Y483,Y483,,Y483
F146,F146,F146,F146,,F146
