anchor_start,anchor_end,cause_start,cause_end,modifier,raw_line
N838,N838,U129,U129,,U129
N838,N838,X44,X44,,X44
N838,N838,X64,X64,,X64
N838,N838,Y14,Y14,,Y14
N839,N839,B200,B24,,B200 - B24
N839,N839,N839,N839,,N839
N839,N839,R75,R75,,R75
N839,N839,U070,U072,,U070 - U072
N839,N839,U099,U109,,U099 - U109
N839,N839,U129,U129,,U129
N840,N840,N840,N840,,N840
N840,N840,U129,U129,,U129
N841,N841,N841,N841,,N841
N841,N841,U129,U129,,U129
N842,N842,N842,N842,,N842
N842,N842,U129,U129,,U129
N843,N843,N843,N843,,N843
N843,N843,U129,U129,,U129
N848,N848,N848,N848,,N848
N848,N848,U129,U129,,U129
N849,N849,N849,N849,,N849
N849,N849,U129,U129,,U129
N850,N850,N850,N850,,N850
N850,N850,U129,U129,,U129
N851,N851,N851,N851,,N851
N851,N851,U129,U129,,U129
N852,N852,N852,N852,,N852
N852,N852,U129,U129,,U129
N853,N853,N853,N853,,N853
N853,N853,U129,U129,,U129
N854,N854,N854,N854,,N854
N854,N854,U129,U129,,U129
N855,N855,N855,N855,,N855
N855,N855,U129,U129,,U129
N856,N856,N856,N856,,N856
N856,N856,U129,U129,,U129
N857,N857,C510,C58,,C510 - C58
N857,N857,C763,C763,,C763
N857,N857,C796,C796,,C796
N857,N857,C798,C798,,C798
N857,N857,D060,D073,,D060 - D073
N857,N857,D097,D097,,D097
N857,N857,D250,D289,,D250 - D289
N857,N857,D367,D367,,D367
N857,N857,D390,D399,,D390 - D399
N857,N857,D487,D487,,D487
N857,N857,N700,N858,,N700 - N858
N857,N857,N86,N889,,N86  - N889
N857,N857,Q500,Q519,,Q500 - Q519
N857,N857,T455,T455,,T455
N857,N857,T457,T457,,T457
N857,N857,U070,U072,,U070 - U072
N857,N857,U099,U109,,U099 - U109
N857,N857,U129,U129,,U129
N857,N857,X44,X44,,X44
N857,N857,X64,X64,,X64
N857,N857,Y14,Y14,,Y14
N858,N858,A500,A539,,A500 - A539
N858,N858,B200,B24,,B200 - B24
N858,N858,C000,C579,,C000 - C579
N858,N858,C64,C689,,C64  - C689
N858,N858,C790,C791,,C790 - C791
N858,N858,C796,C796,,C796
N858,N858,C798,C798,,C798
N858,N858,D060,D073,,D060 - D073
N858,N858,D090,D091,,D090 - D091
N858,N858,D250,D289,,D250 - D289
N858,N858,D300,D309,,D300 - D309
N858,N858,D390,D399,,D390 - D399
N858,N858,D410,D419,,D410 - D419
N858,N858,N858,N858,,N858
N858,N858,R75,R75,,R75
N858,N858,T66,T66,,T66
N858,N858,T981,T981,,T981
N858,N858,U070,U072,,U070 - U072
N858,N858,U099,U109,,U099 - U109
N858,N858,U129,U129,,U129
N858,N858,W88,W88,,W88
N858,N858,W90,W91,,W90  - W91
N858,N858,Y365,Y365,,Y365
N858,N858,Y632,Y633,,Y632 - Y633
N858,N858,Y780,Y788,,Y780 - Y788
N858,N858,Y842,Y842,,Y842
N858,N858,Y883,Y883,,Y883
N858,N858,Y891,Y891,,Y891
N859,N859,B200,B24,,B200 - B24
N859,N859,C510,C58,,C510 - C58
N859,N859,C796,C796,,C796
N859,N859,C798,C798,,C798
N859,N859,D060,D073,,D060 - D073
N859,N859,D093,D093,,D093
N859,N859,D250,D289,,D250 - D289
N859,N859,D390,D399,,D390 - D399
N859,N859,N700,N96,,N700 - N96
N859,N859,N980,N999,,N980 - N999
N859,N859,R75,R75,,R75
N859,N859,U070,U072,,U070 - U072
N859,N859,U099,U109,,U099 - U109
N859,N859,U129,U129,,U129
N86,N86,N86,N86,,N86
N86,N86,U129,U129,,U129
N870,N870,N870,N870,,N870
N870,N870,U129,U129,,U129
N871,N871,N871,N871,,N871
N871,N871,U129,U129,,U129
N872,N872,N872,N872,,N872
N872,N872,U129,U129,,U129
N879,N879,N879,N879,,N879
N879,N879,U129,U129,,U129
N880,N880,C530,C55,,C530 - C55
N880,N880,C798,C798,,C798
N880,N880,D060,D069,,D060 - D069
N880,N880,D260,D269,,D260 - D269
N880,N880,D390,D390,,D390
N880,N880,N880,N880,,N880
N880,N880,U070,U072,,U070 - U072
N880,N880,U099,U109,,U099 - U109
N880,N880,U129,U129,,U129
N881,N881,N881,N881,,N881
N881,N881,U129,U129,,U129
N882,N882,N882,N882,,N882
N882,N882,U129,U129,,U129
N883,N883,N883,N883,,N883
N883,N883,U129,U129,,U129
N884,N884,N884,N884,,N884
N884,N884,U129,U129,,U129
N888,N888,B200,B24,,B200 - B24
N888,N888,C000,C58,,C000 - C58
N888,N888,C796,C796,,C796
N888,N888,C798,C798,,C798
N888,N888,D000,D059,,D000 - D059
N888,N888,D060,D073,,D060 - D073
N888,N888,D074,D092,,D074 - D092
N888,N888,D093,D093,,D093
N888,N888,D097,D24,,D097 - D24
N888,N888,D250,D289,,D250 - D289
N888,N888,D290,D386,,D290 - D386
N888,N888,D390,D399,,D390 - D399
N888,N888,D400,D489,,D400 - D489
N888,N888,N700,N96,,N700 - N96
N888,N888,N980,N999,,N980 - N999
N888,N888,R75,R75,,R75
N888,N888,T455,T455,,T455
N888,N888,T457,T457,,T457
N888,N888,T66,T66,,T66
N888,N888,T981,T981,,T981
N888,N888,U070,U072,,U070 - U072
N888,N888,U099,U109,,U099 - U109
N888,N888,U129,U129,,U129
N888,N888,W88,W88,,W88
N888,N888,W90,W91,,W90  - W91
N888,N888,X44,X44,,X44
N888,N888,X64,X64,,X64
N888,N888,Y14,Y14,,Y14
N888,N888,Y365,Y365,,Y365
N888,N888,Y632,Y633,,Y632 - Y633
N888,N888,Y780,Y788,,Y780 - Y788
N888,N888,Y842,Y842,,Y842
N888,N888,Y883,Y883,,Y883
N888,N888,Y891,Y891,,Y891
N889,N889,B200,B24,,B200 - B24
N889,N889,C510,C58,,C510 - C58
N889,N889,C796,C796,,C796
N889,N889,C798,C798,,C798
N889,N889,D060,D073,,D060 - D073
N889,N889,D093,D093,,D093
N889,N889,D250,D289,,D250 - D289
N889,N889,D390,D399,,D390 - D399
N889,N889,N700,N96,,N700 - N96
N889,N889,N980,N999,,N980 - N999
N889,N889,R75,R75,,R75
N889,N889,U070,U072,,U070 - U072
N889,N889,U099,U109,,U099 - U109
N889,N889,U129,U129,,U129
N890,N890,N890,N890,,N890
N890,N890,U099,U109,,U099 - U109
N890,N890,U129,U129,,U129
N891,N891,N891,N891,,N891
N891,N891,U129,U129,,U129
N892,N892,N892,N892,,N892
N892,N892,U129,U129,,U129
N893,N893,N893,N893,,N893
N893,N893,U129,U129,,U129
N894,N894,C52,C52,,C52
N894,N894,C798,C798,,C798
N894,N894,D072,D072,,D072
N894,N894,D281,D281,,D281
N894,N894,D397,D397,,D397
N894,N894,N894,N894,,N894
N894,N894,U070,U072,,U070 - U072
N894,N894,U099,U109,,U099 - U109
N894,N894,U129,U129,,U129
N895,N895,N895,N895,,N895
N895,N895,U129,U129,,U129
N896,N896,N896,N896,,N896
N896,N896,U129,U129,,U129
N897,N897,N897,N897,,N897
N897,N897,U129,U129,,U129
N898,N898,A181,A181,,A181
N898,N898,A500,A64,,A500 - A64
N898,N898,B200,B24,,B200 - B24
N898,N898,B901,B901,,B901
N898,N898,C000,D489,,C000 - D489
N898,N898,D860,D869,,D860 - D869
N898,N898,N000,N399,,N000 - N399
N898,N898,N600,N949,,N600 - N949
N898,N898,Q500,Q529,,Q500 - Q529
N898,N898,R31,R31,,R31
N898,N898,R75,R75,,R75
N898,N898,T812,T812,,T812
N898,N898,U070,U072,,U070 - U072
N898,N898,U099,U109,,U099 - U109
N898,N898,U129,U129,,U129
N899,N899,C510,C519,,C510 - C519
N899,N899,C530,C58,,C530 - C58
N899,N899,C763,C763,,C763
N899,N899,C796,C796,,C796
N899,N899,D060,D073,,D060 - D073
N899,N899,D097,D097,,D097
N899,N899,D250,D280,,D250 - D280
N899,N899,D282,D289,,D282 - D289
N899,N899,D367,D367,,D367
N899,N899,D390,D399,,D390 - D399
N899,N899,D487,D487,,D487
N899,N899,N700,N889,,N700 - N889
N899,N899,N899,N899,,N899
N899,N899,N910,N959,,N910 - N959
N899,N899,Q500,Q519,,Q500 - Q519
N899,N899,Q525,Q529,,Q525 - Q529
N899,N899,U070,U072,,U070 - U072
N899,N899,U099,U109,,U099 - U109
N899,N899,U129,U129,,U129
N900,N900,N900,N900,,N900
N900,N900,U129,U129,,U129
N901,N901,N901,N901,,N901
N901,N901,U129,U129,,U129
N902,N902,N902,N902,,N902
N902,N902,U129,U129,,U129
N903,N903,N903,N903,,N903
N903,N903,U129,U129,,U129
N904,N904,C510,C519,,C510 - C519
N904,N904,C798,C798,,C798
N904,N904,D071,D071,,D071
N904,N904,D280,D280,,D280
N904,N904,D397,D397,,D397
N904,N904,N904,N904,,N904
N904,N904,U070,U072,,U070 - U072
N904,N904,U099,U109,,U099 - U109
N904,N904,U129,U129,,U129
N905,N905,N905,N905,,N905
N905,N905,U129,U129,,U129
N906,N906,N906,N906,,N906
N906,N906,U129,U129,,U129
N907,N907,N907,N907,,N907
N907,N907,U129,U129,,U129
N908,N908,B200,B24,,B200 - B24
N908,N908,C510,C519,,C510 - C519
N908,N908,N908,N908,,N908
N908,N908,R75,R75,,R75
N908,N908,T455,T455,,T455
N908,N908,T457,T457,,T457
N908,N908,U070,U072,,U070 - U072
N908,N908,U099,U109,,U099 - U109
N908,N908,U129,U129,,U129
N908,N908,X44,X44,,X44
N908,N908,X64,X64,,X64
N908,N908,Y14,Y14,,Y14
N909,N909,N909,N909,,N909
N909,N909,U129,U129,,U129
N910,N910,N910,N910,,N910
N910,N910,U129,U129,,U129
N911,N911,N911,N911,,N911
N911,N911,U129,U129,,U129
N912,N912,B650,B659,,B650 - B659
N912,N912,N912,N912,,N912
N912,N912,U070,U072,,U070 - U072
N912,N912,U099,U109,,U099 - U109
N912,N912,U129,U129,,U129
N913,N913,N913,N913,,N913
N913,N913,U129,U129,,U129
N914,N914,N914,N914,,N914
N914,N914,U129,U129,,U129
N915,N915,N915,N915,,N915
N915,N915,U129,U129,,U129
N920,N920,N920,N920,,N920
N920,N920,U129,U129,,U129
N921,N921,N921,N921,,N921
N921,N921,U129,U129,,U129
N922,N922,N922,N922,,N922
N922,N922,U129,U129,,U129
N923,N923,N923,N923,,N923
N923,N923,U129,U129,,U129
N924,N924,N924,N924,,N924
N924,N924,U129,U129,,U129
N925,N925,N925,N925,,N925
N925,N925,U129,U129,,U129
N926,N926,C510,C58,,C510 - C58
N926,N926,C763,C763,,C763
N926,N926,C796,C796,,C796
N926,N926,C798,C798,,C798
N926,N926,D060,D073,,D060 - D073
N926,N926,D097,D097,,D097
N926,N926,D250,D289,,D250 - D289
N926,N926,D367,D367,,D367
N926,N926,D390,D399,,D390 - D399
N926,N926,D487,D487,,D487
N926,N926,N700,N709,,N700 - N709
N926,N926,N710,N909,,N710 - N909
N926,N926,N926,N926,,N926
N926,N926,Q500,Q529,,Q500 - Q529
N926,N926,U070,U072,,U070 - U072
N926,N926,U099,U109,,U099 - U109
N926,N926,U129,U129,,U129
N930,N939,C510,C58,,C510 - C58
N930,N939,C64,C689,,C64  - C689
N930,N939,C763,C763,,C763
N930,N939,C768,C768,,C768
N930,N939,C790,C791,,C790 - C791
N930,N939,C796,C796,,C796
N930,N939,C798,C798,,C798
N930,N939,C800,C959,,C800 - C959
N930,N939,D060,D073,,D060 - D073
N930,N939,D097,D097,,D097
N930,N939,D197,D197,,D197
N930,N939,D260,D269,,D260 - D269
N930,N939,D280,D289,,D280 - D289
N930,N939,D300,D309,,D300 - D309
N930,N939,D367,D367,,D367
N930,N939,D390,D399,,D390 - D399
N930,N939,D410,D419,,D410 - D419
N930,N939,D481,D481,,D481
N930,N939,D487,D487,,D487
N930,N939,D489,D489,,D489
N930,N939,D65,D699,,D65  - D699
N930,N939,E280,E289,,E280 - E289
N930,N939,E894,E894,,E894
N930,N939,N700,N939,,N700 - N939
N930,N939,N950,N96,,N950 - N96
N930,N939,N980,N999,,N980 - N999
N930,N939,Q500,Q529,,Q500 - Q529
N930,N939,T455,T455,,T455
N930,N939,T457,T457,,T457
N930,N939,U070,U072,,U070 - U072
N930,N939,U099,U109,,U099 - U109
N930,N939,U129,U129,,U129
N930,N939,X44,X44,,X44
N930,N939,X64,X64,,X64
N930,N939,Y14,Y14,,Y14
N940,N940,N700,N909,,N700 - N909
N940,N940,N940,N940,,N940
N940,N940,U070,U072,,U070 - U072
N940,N940,U099,U109,,U099 - U109
N940,N940,U129,U129,,U129
N941,N941,N700,N909,,N700 - N909
N941,N941,N941,N941,,N941
N941,N941,U070,U072,,U070 - U072
N941,N941,U099,U109,,U099 - U109
N941,N941,U129,U129,,U129
N942,N942,N942,N942,,N942
N942,N942,U129,U129,,U129
N943,N943,N943,N943,,N943
N943,N943,U129,U129,,U129
N944,N944,N944,N944,,N944
N944,N944,U129,U129,,U129
N945,N945,C530,C55,,C530 - C55
N945,N945,C798,C798,,C798
N945,N945,D060,D069,,D060 - D069
N945,N945,D073,D073,,D073
N945,N945,D250,D269,,D250 - D269
N945,N945,D390,D390,,D390
N945,N945,N710,N739,,N710 - N739
N945,N945,N800,N809,,N800 - N809
N945,N945,N840,N841,,N840 - N841
N945,N945,N850,N889,,N850 - N889
N945,N945,N945,N945,,N945
N945,N945,Q510,Q519,,Q510 - Q519
N945,N945,Q528,Q528,,Q528
N945,N945,U070,U072,,U070 - U072
N945,N945,U099,U109,,U099 - U109
N945,N945,U129,U129,,U129
N946,N946,N700,N909,,N700 - N909
N946,N946,N946,N946,,N946
N946,N946,U070,U072,,U070 - U072
N946,N946,U099,U109,,U099 - U109
N946,N946,U129,U129,,U129
N948,N948,C510,C58,,C510 - C58
N948,N948,C763,C763,,C763
N948,N948,C796,C796,,C796
N948,N948,C798,C798,,C798
N948,N948,D060,D073,,D060 - D073
N948,N948,D097,D097,,D097
N948,N948,D250,D289,,D250 - D289
N948,N948,D367,D367,,D367
N948,N948,D390,D399,,D390 - D399
N948,N948,D487,D487,,D487
N948,N948,N700,N948,,N700 - N948
N948,N948,N950,N959,,N950 - N959
N948,N948,Q500,Q529,,Q500 - Q529
N948,N948,T455,T455,,T455
N948,N948,T457,T457,,T457
N948,N948,U070,U072,,U070 - U072
N948,N948,U099,U109,,U099 - U109
N948,N948,U129,U129,,U129
N948,N948,X44,X44,,X44
N948,N948,X64,X64,,X64
N948,N948,Y14,Y14,,Y14
N949,N949,A000,A969,,A000 - A969
N949,N949,A970,A979,,A970 - A979
N949,N949,A980,B99,,A980 - B99
N949,N949,C180,C189,,C180 - C189
N949,N949,C510,C58,,C510 - C58
N949,N949,C64,C689,,C64  - C689
N949,N949,C785,C785,,C785
N949,N949,C790,C791,,C790 - C791
N949,N949,C796,C796,,C796
N949,N949,C798,C798,,C798
N949,N949,C800,C809,,C800 - C809
N949,N949,D038,D038,,D038
N949,N949,D060,D073,,D060 - D073
N949,N949,D090,D091,,D090 - D091
N949,N949,D250,D289,,D250 - D289
N949,N949,D300,D309,,D300 - D309
N949,N949,D390,D399,,D390 - D399
N949,N949,D410,D419,,D410 - D419
N949,N949,D481,D481,,D481
N949,N949,D487,D487,,D487
N949,N949,E280,E289,,E280 - E289
N949,N949,N000,N399,,N000 - N399
N949,N949,N700,N999,,N700 - N999
N949,N949,Q500,Q529,,Q500 - Q529
N949,N949,Q600,Q649,,Q600 - Q649
N949,N949,R31,R31,,R31
N949,N949,R75,R75,,R75
N949,N949,U070,U072,,U070 - U072
N949,N949,U099,U109,,U099 - U109
N949,N949,U129,U129,,U129
N950,N950,N950,N950,,N950
N950,N950,U070,U072,,U070 - U072
N950,N950,U099,U109,,U099 - U109
N950,N950,U129,U129,,U129
N950,N950,Y833,Y833,,Y833
N950,N950,Y883,Y883,,Y883
N951,N951,N951,N951,,N951
N951,N951,U129,U129,,U129
N952,N952,N952,N952,,N952
N952,N952,U129,U129,,U129
N953,N953,N953,N953,,N953
N953,N953,U129,U129,,U129
N958,N958,N958,N958,,N958
N958,N958,U129,U129,,U129
N959,N959,N959,N959,,N959
N959,N959,U129,U129,,U129
N96,N96,N96,N96,,N96
N96,N96,U129,U129,,U129
N970,N970,N970,N970,,N970
N970,N970,U129,U129,,U129
N971,N971,A549,A549,,A549
N971,N971,N971,N971,,N971
N971,N971,Q506,Q506,,Q506
N971,N971,U070,U072,,U070 - U072
N971,N971,U099,U109,,U099 - U109
N971,N971,U129,U129,,U129
N972,N972,N972,N972,,N972
N972,N972,Q519,Q519,,Q519
N972,N972,U070,U072,,U070 - U072
N972,N972,U099,U109,,U099 - U109
N972,N972,U129,U129,,U129
N973,N973,N973,N973,,N973
N973,N973,U129,U129,,U129
N974,N974,N974,N974,,N974
N974,N974,U129,U129,,U129
N978,N978,N978,N978,,N978
N978,N978,U129,U129,,U129
N979,N979,N979,N979,,N979
N979,N979,Q506,Q506,,Q506
N979,N979,Q519,Q519,,Q519
N979,N979,U070,U072,,U070 - U072
N979,N979,U099,U109,,U099 - U109
N979,N979,U129,U129,,U129
N980,N980,N980,N980,,N980
N980,N980,U129,U129,,U129
N981,N981,N981,N981,,N981
N981,N981,U129,U129,,U129
N982,N982,N982,N982,,N982
N982,N982,U129,U129,,U129
N983,N983,N983,N983,,N983
N983,N983,U129,U129,,U129
N988,N988,N988,N988,,N988
N988,N988,U129,U129,,U129
N989,N989,N989,N989,,N989
N989,N989,U129,U129,,U129
N990,N991,A000,U079,,A000 - U079
N990,N991,U099,U109,,U099 - U109
N990,N991,U129,Y599,,U129 - Y599
N990,N991,Y600,Y69,,Y600 - Y69
N990,N991,Y700,Y98,,Y700 - Y98
N992,N992,A000,U079,,A000 - U079
N992,N992,U099,U109,,U099 - U109
N992,N992,U129,Y830,,U129 - Y830
N992,N992,Y831,Y832,,Y831 - Y832
N992,N992,Y833,Y833,,Y833
N992,N992,Y834,Y834,,Y834
N992,N992,Y835,Y835,,Y835
N992,N992,Y836,Y839,,Y836 - Y839
N992,N992,Y850,Y882,,Y850 - Y882
N992,N992,Y883,Y883,,Y883
N992,N992,Y890,Y98,,Y890 - Y98
N993,N993,A000,U079,,A000 - U079
N993,N993,U099,U109,,U099 - U109
N993,N993,U129,Y835,,U129 - Y835
N993,N993,Y836,Y836,,Y836
N993,N993,Y838,Y882,,Y838 - Y882
N993,N993,Y883,Y883,,Y883
N993,N993,Y890,Y98,,Y890 - Y98
N994,N994,A000,U079,,A000 - U079
N994,N994,U099,U109,,U099 - U109
N994,N994,U129,Y599,,U129 - Y599
N994,N994,Y600,Y69,,Y600 - Y69
N994,N994,Y700,Y828,,Y700 - Y828
N994,N994,Y830,Y849,,Y830 - Y849
N994,N994,Y850,Y882,,Y850 - Y882
N994,N994,Y883,Y883,,Y883
N994,N994,Y890,Y98,,Y890 - Y98
N995,N998,A000,U079,,A000 - U079
N995,N998,U099,U109,,U099 - U109
N995,N998,U129,Y98,,U129 - Y98
N999,N999,A000,N999,,A000 - N999
N999,N999,O000,U079,,O000 - U079
N999,N999,U099,U109,,U099 - U109
N999,N999,U129,Y98,,U129 - Y98
O00,O00,O00,O00,,O00
O000,O000,O000,O000,,O000
O001,O001,O001,O001,,O001
O002,O002,O002,O002,,O002
O008,O008,O008,O008,,O008
O009,O009,O009,O009,,O009
O010,O010,O010,O010,,O010
O011,O011,O011,O011,,O011
O019,O019,O019,O019,,O019
O020,O020,O020,O020,,O020
O021,O021,O021,O021,,O021
O028,O028,O028,O028,,O028
O029,O029,O029,O029,,O029
O030,O031,B200,B24,,B200 - B24
O030,O031,O030,O039,,O030 - O039
O030,O031,O100,O219,,O100 - O219
O030,O031,O230,O239,,O230 - O239
O030,O031,O260,O264,,O260 - O264
O030,O031,O266,O269,,O266 - O269
O030,O031,O310,O310,,O310
O030,O031,O440,O469,,O440 - O469
O030,O031,O670,O679,,O670 - O679
O030,O031,O95,O95,,O95
O030,O031,O980,O998,,O980 - O998
O030,O031,R75,R75,,R75
O032,O032,B200,B24,,B200 - B24
O032,O032,I011,I011,,I011
O032,O032,I020,I020,,I020
O032,O032,I050,I080,,I050 - I080
O032,O032,I081,I089,,I081 - I089
O032,O032,I091,I091,,I091
O032,O032,I330,I339,,I330 - I339
O032,O032,I340,I379,,I340 - I379
O032,O032,I38,I38,,I38
O032,O032,I423,I424,,I423 - I424
O032,O032,I480,I499,,I480 - I499
O032,O032,I513,I513,,I513
O032,O032,I700,I700,,I700
O032,O032,I740,I741,,I740 - I741
O032,O032,I800,I809,,I800 - I809
O032,O032,I821,I829,,I821 - I829
O032,O032,O032,O033,,O032 - O033
O032,O032,O038,O038,,O038
O032,O032,O043,O043,,O043
O032,O032,O048,O048,,O048
O032,O032,O053,O053,,O053
O032,O032,O058,O058,,O058
O032,O032,O063,O063,,O063
O032,O032,O068,O068,,O068
O032,O032,O073,O073,,O073
O032,O032,O078,O078,,O078
O032,O032,O087,O087,,O087
O032,O032,O223,O223,,O223
O032,O032,O229,O229,,O229
O032,O032,O600,O849,,O600 - O849
O032,O032,O871,O871,,O871
O032,O032,O879,O879,,O879
O032,O032,O95,O95,,O95
O032,O032,O994,O994,,O994
O032,O032,R75,R75,,R75
O032,O032,T801,T801,,T801
O032,O032,T817,T817,,T817
O032,O032,T828,T828,,T828
O032,O032,T838,T838,,T838
O032,O032,T848,T848,,T848
O032,O032,T858,T858,,T858
O032,O032,Y600,Y849,,Y600 - Y849
O033,O036,B200,B24,,B200 - B24
O033,O036,O030,O039,,O030 - O039
O033,O036,O100,O219,,O100 - O219
O033,O036,O230,O239,,O230 - O239
O033,O036,O260,O264,,O260 - O264
O033,O036,O266,O269,,O266 - O269
O033,O036,O310,O310,,O310
O033,O036,O440,O469,,O440 - O469
O033,O036,O670,O679,,O670 - O679
O033,O036,O95,O95,,O95
O033,O036,O980,O998,,O980 - O998
O033,O036,R75,R75,,R75
O037,O037,B200,B24,,B200 - B24
O037,O037,I011,I011,,I011
O037,O037,I020,I020,,I020
O037,O037,I050,I080,,I050 - I080
O037,O037,I081,I089,,I081 - I089
O037,O037,I091,I091,,I091
O037,O037,I330,I339,,I330 - I339
O037,O037,I340,I379,,I340 - I379
O037,O037,I38,I38,,I38
O037,O037,I423,I424,,I423 - I424
O037,O037,I480,I499,,I480 - I499
O037,O037,I513,I513,,I513
O037,O037,I700,I700,,I700
O037,O037,I740,I741,,I740 - I741
O037,O037,I800,I809,,I800 - I809
O037,O037,I821,I829,,I821 - I829
O037,O037,O033,O033,,O033
O037,O037,O037,O038,,O037 - O038
O037,O037,O043,O043,,O043
O037,O037,O048,O048,,O048
O037,O037,O053,O053,,O053
O037,O037,O058,O058,,O058
O037,O037,O063,O063,,O063
O037,O037,O068,O068,,O068
O037,O037,O073,O073,,O073
O037,O037,O078,O078,,O078
O037,O037,O087,O087,,O087
O037,O037,O223,O223,,O223
O037,O037,O229,O229,,O229
O037,O037,O600,O849,,O600 - O849
O037,O037,O871,O871,,O871
O037,O037,O879,O879,,O879
O037,O037,O95,O95,,O95
O037,O037,O994,O994,,O994
O037,O037,R75,R75,,R75
O037,O037,T801,T801,,T801
O037,O037,T817,T817,,T817
O037,O037,T828,T828,,T828
O037,O037,T838,T838,,T838
O037,O037,T848,T848,,T848
O037,O037,T858,T858,,T858
O037,O037,Y600,Y849,,Y600 - Y849
O038,O039,B200,B24,,B200 - B24
O038,O039,O030,O039,,O030 - O039
O038,O039,O100,O219,,O100 - O219
O038,O039,O230,O239,,O230 - O239
O038,O039,O260,O264,,O260 - O264
O038,O039,O266,O269,,O266 - O269
O038,O039,O310,O310,,O310
O038,O039,O440,O469,,O440 - O469
O038,O039,O670,O679,,O670 - O679
O038,O039,O95,O95,,O95
O038,O039,O980,O998,,O980 - O998
O038,O039,R75,R75,,R75
O040,O041,B200,B24,,B200 - B24
O040,O041,O040,O049,,O040 - O049
O040,O041,O100,O219,,O100 - O219
O040,O041,O230,O239,,O230 - O239
O040,O041,O260,O264,,O260 - O264
O040,O041,O266,O269,,O266 - O269
O040,O041,O320,O320,,O320
O040,O041,O440,O469,,O440 - O469
O040,O041,O670,O679,,O670 - O679
O040,O041,O95,O95,,O95
O040,O041,O980,O998,,O980 - O998
O040,O041,R75,R75,,R75
O042,O042,B200,B24,,B200 - B24
O042,O042,I011,I011,,I011
O042,O042,I020,I020,,I020
O042,O042,I050,I080,,I050 - I080
O042,O042,I081,I089,,I081 - I089
O042,O042,I091,I091,,I091
O042,O042,I330,I339,,I330 - I339
O042,O042,I340,I379,,I340 - I379
O042,O042,I38,I38,,I38
O042,O042,I423,I424,,I423 - I424
O042,O042,I480,I499,,I480 - I499
O042,O042,I513,I513,,I513
O042,O042,I700,I700,,I700
O042,O042,I740,I741,,I740 - I741
O042,O042,I800,I809,,I800 - I809
O042,O042,I821,I829,,I821 - I829
O042,O042,O033,O033,,O033
O042,O042,O038,O038,,O038
O042,O042,O042,O043,,O042 - O043
O042,O042,O048,O048,,O048
O042,O042,O053,O053,,O053
O042,O042,O058,O058,,O058
O042,O042,O063,O063,,O063
O042,O042,O068,O068,,O068
O042,O042,O073,O073,,O073
O042,O042,O078,O078,,O078
O042,O042,O087,O087,,O087
O042,O042,O223,O223,,O223
O042,O042,O229,O229,,O229
O042,O042,O600,O849,,O600 - O849
O042,O042,O871,O871,,O871
O042,O042,O879,O879,,O879
O042,O042,O95,O95,,O95
O042,O042,O994,O994,,O994
O042,O042,R75,R75,,R75
O042,O042,T801,T801,,T801
O042,O042,T817,T817,,T817
O042,O042,T828,T828,,T828
O042,O042,T838,T838,,T838
O042,O042,T848,T848,,T848
O042,O042,T858,T858,,T858
O042,O042,Y600,Y849,,Y600 - Y849
O043,O046,B200,B24,,B200 - B24
O043,O046,O040,O049,,O040 - O049
O043,O046,O100,O219,,O100 - O219
O043,O046,O230,O239,,O230 - O239
O043,O046,O260,O264,,O260 - O264
O043,O046,O266,O269,,O266 - O269
O043,O046,O320,O320,,O320
O043,O046,O440,O469,,O440 - O469
O043,O046,O670,O679,,O670 - O679
O043,O046,O95,O95,,O95
O043,O046,O980,O998,,O980 - O998
O043,O046,R75,R75,,R75
O047,O047,B200,B24,,B200 - B24
O047,O047,I011,I011,,I011
O047,O047,I020,I020,,I020
O047,O047,I050,I080,,I050 - I080
O047,O047,I081,I089,,I081 - I089
O047,O047,I091,I091,,I091
O047,O047,I330,I339,,I330 - I339
O047,O047,I340,I379,,I340 - I379
O047,O047,I38,I38,,I38
O047,O047,I423,I424,,I423 - I424
O047,O047,I480,I499,,I480 - I499
O047,O047,I513,I513,,I513
O047,O047,I700,I700,,I700
O047,O047,I740,I741,,I740 - I741
O047,O047,I800,I809,,I800 - I809
O047,O047,I821,I829,,I821 - I829
O047,O047,O033,O033,,O033
O047,O047,O038,O038,,O038
O047,O047,O043,O043,,O043
O047,O047,O047,O048,,O047 - O048
O047,O047,O053,O053,,O053
O047,O047,O058,O058,,O058
O047,O047,O063,O063,,O063
O047,O047,O068,O068,,O068
O047,O047,O073,O073,,O073
O047,O047,O078,O078,,O078
O047,O047,O087,O087,,O087
O047,O047,O223,O223,,O223
O047,O047,O229,O229,,O229
O047,O047,O600,O849,,O600 - O849
O047,O047,O871,O871,,O871
O047,O047,O879,O879,,O879
O047,O047,O95,O95,,O95
O047,O047,O994,O994,,O994
O047,O047,R75,R75,,R75
O047,O047,T801,T801,,T801
O047,O047,T817,T817,,T817
O047,O047,T828,T828,,T828
O047,O047,T838,T838,,T838
O047,O047,T848,T848,,T848
O047,O047,T858,T858,,T858
O047,O047,Y600,Y849,,Y600 - Y849
O048,O049,B200,B24,,B200 - B24
O048,O049,O040,O049,,O040 - O049
O048,O049,O100,O219,,O100 - O219
O048,O049,O230,O239,,O230 - O239
O048,O049,O260,O264,,O260 - O264
O048,O049,O266,O269,,O266 - O269
O048,O049,O320,O320,,O320
